City,State,Avg_Temp,Humidity,Rainfall,Wind_Speed,Pressure,Visibility,AQI
Bengaluru,Karnataka,34.2,94.8,73.6,9.8,1024.9,86.6,43
Patna,Bihar,37.5,30.4,54.9,22.8,1003.9,10.5,83
Mumbai,Maharashtra,36.3,71.0,63.5,20.5,1016.8,62.8,37
Delhi,Delhi,29.5,76.0,21.1,17.5,997.6,18.4,161
Lucknow,Uttar Pradesh,35.4,66.3,67.1,5.7,997.0,48.6,79
Bhopal,Madhya Pradesh,42.2,65.1,9.8,18.3,994.9,11.9,191
Mumbai,Maharashtra,26.6,54.1,23.5,13.6,998.3,81.2,90
Patna,Bihar,33.5,38.1,67.2,22.3,1005.3,54.7,27
Mumbai,Maharashtra,15.1,39.4,13.7,22.4,1024.9,29.4,129
Hyderabad,Telangana,26.7,82.9,28.4,23.5,1012.9,80.1,65
Delhi,Delhi,25.6,78.5,66.4,5.0,1008.9,92.5,29
Bengaluru,Karnataka,24.1,73.1,68.2,21.3,1017.1,36.6,57
Bengaluru,Karnataka,16.0,81.9,23.8,3.5,1023.6,63.3,131
Kolkata,West Bengal,15.7,57.0,65.0,11.4,995.4,36.9,68
Delhi,Delhi,22.8,90.7,27.3,24.8,1014.9,77.2,95
Chennai,Tamil Nadu,38.7,32.7,18.1,9.2,1010.4,14.0,168
Patna,Bihar,34.1,50.1,15.8,6.2,1003.3,8.5,185
Kolkata,West Bengal,21.3,72.5,47.2,4.9,1008.0,6.0,171
Patna,Bihar,25.1,73.6,33.6,9.7,1012.0,74.9,78
Kolkata,West Bengal,32.5,68.5,14.8,9.0,1004.2,52.1,146
Mumbai,Maharashtra,40.5,48.1,47.1,3.3,1015.8,37.5,113
Patna,Bihar,35.2,53.6,12.7,11.2,1020.6,70.4,106
Kolkata,West Bengal,20.9,63.1,12.1,18.1,1017.9,45.6,134
Delhi,Delhi,30.0,42.1,63.6,17.1,1018.3,71.9,20
Delhi,Delhi,16.9,61.2,77.0,9.5,1000.3,90.2,20
Kolkata,West Bengal,20.3,87.3,6.1,11.8,1014.0,7.0,230
Patna,Bihar,20.1,44.8,59.9,19.4,1001.6,50.9,46
Delhi,Delhi,35.3,54.2,64.6,7.4,1019.3,48.8,69
Mumbai,Maharashtra,15.2,66.4,77.7,5.4,994.6,66.3,31
Lucknow,Uttar Pradesh,21.5,72.1,22.8,18.9,1004.3,49.3,125
Kolkata,West Bengal,31.6,56.1,4.0,14.5,1015.0,95.7,94
Delhi,Delhi,23.5,33.8,56.0,5.5,995.7,45.7,63
Bhopal,Madhya Pradesh,29.3,94.6,73.7,18.5,997.6,66.3,31
Jaipur,Rajasthan,30.1,85.5,79.6,10.2,1009.6,78.3,33
Jaipur,Rajasthan,18.3,62.0,60.3,15.5,1019.4,9.0,92
Bengaluru,Karnataka,21.1,75.9,31.1,22.3,996.1,10.8,147
Bengaluru,Karnataka,21.6,31.6,75.3,19.2,1003.6,78.2,20
Patna,Bihar,18.0,66.0,36.2,13.9,990.1,36.0,120
Jaipur,Rajasthan,41.1,32.4,12.6,15.8,1010.3,93.1,55
Hyderabad,Telangana,43.2,62.1,49.4,9.9,995.2,78.7,62
Bengaluru,Karnataka,25.3,75.3,40.4,23.0,1020.7,77.3,64
Jaipur,Rajasthan,23.8,38.2,40.3,7.4,1015.3,32.9,93
Bengaluru,Karnataka,30.6,60.8,28.5,18.7,1019.3,95.6,35
Lucknow,Uttar Pradesh,33.5,69.0,72.7,11.6,1018.8,75.0,30
Hyderabad,Telangana,23.7,70.1,2.5,14.2,1018.2,86.0,125
Jaipur,Rajasthan,25.0,86.7,37.4,8.4,1023.7,62.4,107
Patna,Bihar,24.1,42.6,37.0,8.0,990.3,38.9,121
Delhi,Delhi,33.5,47.7,49.4,10.4,1011.2,66.4,69
Delhi,Delhi,34.6,41.0,2.1,19.9,991.3,28.5,160
Mumbai,Maharashtra,20.2,93.7,50.6,19.5,1000.1,68.4,53
Chennai,Tamil Nadu,33.1,82.5,3.3,23.3,1012.3,73.5,119
Mumbai,Maharashtra,28.8,80.5,78.6,17.1,996.4,72.8,20
Delhi,Delhi,37.9,40.8,68.0,4.9,999.6,49.0,54
Kolkata,West Bengal,41.6,48.9,41.6,17.7,1010.0,57.9,58
Hyderabad,Telangana,33.3,53.0,35.4,3.3,998.4,90.2,62
Hyderabad,Telangana,43.3,52.2,67.4,5.5,993.8,17.7,99
Kolkata,West Bengal,26.8,47.5,27.2,15.6,992.2,24.4,119
Hyderabad,Telangana,35.1,70.6,23.4,12.9,1001.5,43.1,151
Bhopal,Madhya Pradesh,36.0,72.0,57.5,14.5,999.1,83.6,36
Mumbai,Maharashtra,41.0,62.6,38.1,3.3,991.3,70.3,105
Bhopal,Madhya Pradesh,33.3,48.0,66.5,5.4,1022.8,97.0,20
Patna,Bihar,39.6,48.9,25.4,14.7,1024.8,51.2,103
Lucknow,Uttar Pradesh,33.5,52.6,26.2,7.4,1010.7,94.1,63
Jaipur,Rajasthan,17.7,90.6,36.3,2.5,1007.4,18.2,170
Delhi,Delhi,19.7,40.8,42.0,9.3,1004.9,45.6,80
Mumbai,Maharashtra,27.8,47.4,69.5,20.4,992.9,10.3,83
Lucknow,Uttar Pradesh,38.8,53.0,28.3,11.7,1003.4,72.8,93
Mumbai,Maharashtra,16.2,32.3,34.6,12.8,1004.2,66.7,62
Bengaluru,Karnataka,44.2,65.3,68.0,10.1,1008.8,71.5,49
Mumbai,Maharashtra,31.1,91.9,12.9,22.2,990.8,22.5,169
Mumbai,Maharashtra,28.0,32.4,6.6,4.2,1010.0,60.4,115
Delhi,Delhi,37.1,69.7,44.2,6.5,998.3,45.3,127
Mumbai,Maharashtra,15.6,78.8,47.4,4.5,1007.2,92.1,55
Hyderabad,Telangana,20.1,77.1,57.5,9.4,1004.3,69.8,71
Kolkata,West Bengal,42.2,39.2,9.6,22.3,1011.3,47.7,112
Jaipur,Rajasthan,27.9,59.8,17.4,19.0,1017.0,60.8,104
Mumbai,Maharashtra,17.2,92.4,72.0,16.9,993.2,33.2,83
Mumbai,Maharashtra,21.0,37.7,11.6,17.9,994.0,58.5,91
Kolkata,West Bengal,22.9,30.2,44.9,18.7,990.7,67.5,36
Delhi,Delhi,19.7,84.5,19.2,8.3,1020.7,50.9,149
Chennai,Tamil Nadu,17.5,52.0,5.5,18.6,1021.9,74.7,109
Jaipur,Rajasthan,20.3,91.3,9.7,11.6,1015.7,70.7,150
Patna,Bihar,42.3,57.3,36.0,9.7,1022.3,58.2,94
Kolkata,West Bengal,36.9,41.3,31.4,25.0,996.1,54.0,56
Mumbai,Maharashtra,39.1,62.9,40.8,19.8,1017.0,10.4,143
Kolkata,West Bengal,25.8,45.4,10.4,13.0,1022.3,7.0,177
Bhopal,Madhya Pradesh,22.4,74.1,57.8,22.4,1011.8,92.2,20
Patna,Bihar,15.9,57.1,32.4,23.1,1017.7,60.6,54
Mumbai,Maharashtra,39.8,79.0,76.0,20.5,1007.1,21.4,84
Chennai,Tamil Nadu,45.0,66.5,10.7,21.4,1014.4,82.1,87
Kolkata,West Bengal,35.4,62.1,65.3,6.8,997.8,74.4,58
Bhopal,Madhya Pradesh,22.7,63.4,9.9,12.5,1015.5,88.1,82
Chennai,Tamil Nadu,39.6,35.5,6.5,24.1,1016.1,53.7,110
Kolkata,West Bengal,29.9,74.0,30.6,3.4,1012.7,42.5,137
Jaipur,Rajasthan,23.3,74.0,39.8,11.6,1002.2,48.9,105
Delhi,Delhi,20.8,73.9,67.0,21.5,1002.0,9.2,94
Bhopal,Madhya Pradesh,36.9,92.2,10.7,20.1,992.9,45.9,153
Patna,Bihar,38.8,77.8,45.8,21.4,1024.1,22.3,119
Lucknow,Uttar Pradesh,40.2,41.0,21.1,12.6,1014.3,52.0,104
Lucknow,Uttar Pradesh,18.1,63.9,13.4,11.5,1008.3,6.5,194
Mumbai,Maharashtra,34.8,38.1,66.8,17.9,990.5,15.9,75
Lucknow,Uttar Pradesh,36.3,83.7,4.5,19.8,990.7,14.8,187
Lucknow,Uttar Pradesh,22.8,38.6,64.8,2.7,1023.6,17.6,113
Kolkata,West Bengal,18.0,75.0,36.0,18.6,999.9,77.3,66
Mumbai,Maharashtra,32.5,52.5,22.9,20.1,996.2,58.0,94
Kolkata,West Bengal,36.0,52.4,68.9,15.5,1008.3,78.2,20
Chennai,Tamil Nadu,31.1,70.2,57.9,10.6,998.0,6.4,127
Bengaluru,Karnataka,33.1,51.8,61.3,2.7,1003.9,38.0,89
Bhopal,Madhya Pradesh,25.5,93.8,8.3,23.9,1018.2,71.1,134
Hyderabad,Telangana,39.4,73.9,37.3,8.3,1006.3,58.4,128
Kolkata,West Bengal,27.1,42.8,77.0,2.9,1017.9,86.4,20
Patna,Bihar,19.8,33.1,61.7,17.6,991.4,84.2,20
Lucknow,Uttar Pradesh,18.1,55.0,14.6,6.1,1016.6,69.8,127
Hyderabad,Telangana,44.1,75.4,61.3,15.3,1023.9,22.9,118
Chennai,Tamil Nadu,36.7,33.4,32.3,9.4,1003.6,5.7,145
Lucknow,Uttar Pradesh,42.2,47.8,53.8,15.6,1022.6,99.2,20
Kolkata,West Bengal,27.2,48.5,18.5,6.4,1018.6,78.4,99
Mumbai,Maharashtra,17.2,63.2,56.1,13.6,1014.5,57.3,71
Delhi,Delhi,25.8,33.0,40.1,14.1,1000.3,5.1,113
Mumbai,Maharashtra,23.5,89.3,4.7,9.8,1005.3,72.7,154
Lucknow,Uttar Pradesh,18.1,54.7,67.9,13.4,1003.3,56.4,47
Lucknow,Uttar Pradesh,41.3,46.7,17.6,23.5,1014.5,22.3,133
Patna,Bihar,37.0,47.6,37.5,2.7,995.3,60.1,94
Jaipur,Rajasthan,20.4,74.3,13.4,23.7,991.2,81.2,72
Delhi,Delhi,37.0,74.1,60.2,7.6,999.2,73.5,77
Chennai,Tamil Nadu,18.7,33.3,5.1,11.3,1005.1,69.9,115
Delhi,Delhi,33.1,35.6,31.1,12.9,991.0,47.2,91
Patna,Bihar,43.7,33.3,48.9,22.6,1019.8,34.1,71
Kolkata,West Bengal,39.1,49.8,28.5,18.1,996.9,23.2,125
Bengaluru,Karnataka,24.3,59.1,19.0,14.6,1024.1,61.8,114
Jaipur,Rajasthan,37.2,62.4,61.7,6.0,1022.6,22.3,107
Bengaluru,Karnataka,44.3,41.6,57.7,4.7,1012.8,32.2,94
Bengaluru,Karnataka,40.6,50.5,71.6,8.4,1003.8,48.3,46
Delhi,Delhi,17.1,86.7,70.7,7.8,1000.9,90.5,40
Patna,Bihar,17.1,37.1,27.3,14.1,996.5,99.9,36
Jaipur,Rajasthan,36.3,85.6,54.0,15.0,1010.0,29.9,117
Bengaluru,Karnataka,40.8,83.3,27.9,24.4,990.4,64.1,95
Mumbai,Maharashtra,34.7,37.8,13.3,22.4,1007.4,30.4,117
Patna,Bihar,17.6,72.0,46.9,11.6,992.3,92.6,46
Bhopal,Madhya Pradesh,25.0,46.7,19.0,17.2,1014.1,36.2,133
Kolkata,West Bengal,37.4,60.2,0.2,19.6,992.8,54.7,139
Bhopal,Madhya Pradesh,25.4,36.6,55.7,7.3,992.0,70.7,40
Lucknow,Uttar Pradesh,43.3,73.1,25.8,21.8,1019.5,27.2,142
Kolkata,West Bengal,24.6,55.5,3.4,7.4,1005.5,51.3,153
Patna,Bihar,39.4,91.2,39.3,14.7,1012.8,69.8,109
Lucknow,Uttar Pradesh,23.7,87.6,5.8,2.6,1001.6,25.5,227
Mumbai,Maharashtra,18.2,53.9,60.6,15.8,996.8,97.0,20
Hyderabad,Telangana,17.6,65.5,61.5,3.8,1024.9,96.9,20
Patna,Bihar,18.7,35.7,15.0,11.6,991.5,21.7,139
Chennai,Tamil Nadu,34.4,44.4,61.2,16.9,1010.3,92.8,20
Patna,Bihar,44.2,38.7,63.4,10.1,1022.9,47.2,75
Lucknow,Uttar Pradesh,41.3,86.8,34.0,18.4,1020.6,11.4,183
Kolkata,West Bengal,40.6,62.0,2.3,4.1,1021.5,63.3,163
Kolkata,West Bengal,30.8,86.0,59.7,9.4,1011.7,67.4,89
Bengaluru,Karnataka,21.7,48.9,66.8,17.4,999.7,38.7,46
Hyderabad,Telangana,19.0,93.6,25.1,21.3,1005.8,10.8,160
Hyderabad,Telangana,40.0,80.7,69.8,21.2,991.3,53.3,62
Hyderabad,Telangana,18.2,64.1,26.4,7.3,1023.0,97.8,76
Mumbai,Maharashtra,22.4,44.3,37.8,14.8,996.2,64.8,57
Bhopal,Madhya Pradesh,25.9,47.1,58.5,17.4,992.3,54.2,57
Lucknow,Uttar Pradesh,16.1,75.8,52.3,16.2,992.2,52.1,88
Mumbai,Maharashtra,34.4,34.1,10.2,20.1,1021.7,66.9,76
Bengaluru,Karnataka,38.4,92.2,54.4,6.0,1021.4,22.7,138
Chennai,Tamil Nadu,43.2,36.5,50.0,8.2,1017.0,58.8,71
Patna,Bihar,30.2,41.0,65.9,3.6,1016.9,43.5,56
Patna,Bihar,24.0,41.1,1.9,10.4,1005.8,89.1,103
Bengaluru,Karnataka,44.0,43.2,23.2,12.7,1015.4,13.7,168
Chennai,Tamil Nadu,34.3,81.4,63.4,5.7,1004.6,33.5,103
Hyderabad,Telangana,20.6,66.1,65.2,22.2,990.0,36.3,69
Bengaluru,Karnataka,42.1,31.1,76.1,17.7,1011.8,13.7,70
Jaipur,Rajasthan,36.1,44.2,40.3,3.8,1009.1,91.7,42
Lucknow,Uttar Pradesh,24.2,74.4,53.8,6.8,1011.4,28.5,122
Jaipur,Rajasthan,42.2,45.6,19.9,16.9,1006.0,61.9,110
Lucknow,Uttar Pradesh,35.7,31.4,21.5,18.6,991.4,46.0,113
Hyderabad,Telangana,15.9,30.5,15.0,6.0,997.7,44.6,110
Hyderabad,Telangana,37.0,68.5,30.2,15.7,1013.0,61.9,115
Bengaluru,Karnataka,34.7,65.9,52.2,3.0,1017.4,31.5,140
Kolkata,West Bengal,38.8,39.3,67.0,7.1,1017.9,35.3,86
Chennai,Tamil Nadu,25.7,36.9,50.5,2.1,995.3,66.5,64
Bengaluru,Karnataka,37.7,35.6,47.8,11.9,1023.0,16.5,98
Bengaluru,Karnataka,31.6,77.0,74.7,6.3,1010.5,26.8,104
Delhi,Delhi,44.6,78.7,25.7,23.2,1022.0,94.5,60
Jaipur,Rajasthan,40.6,42.8,10.2,21.3,998.2,21.9,152
Bhopal,Madhya Pradesh,31.9,86.5,66.7,9.1,997.7,10.2,131
Delhi,Delhi,31.9,77.3,10.3,13.0,990.1,85.8,104
Jaipur,Rajasthan,22.2,35.7,10.6,20.1,1020.8,29.6,132
Delhi,Delhi,40.0,53.5,52.8,22.0,993.9,82.6,20
Bhopal,Madhya Pradesh,18.8,83.7,68.4,18.4,1021.5,82.7,27
Bhopal,Madhya Pradesh,23.3,31.1,42.3,23.3,1009.7,62.3,21
Bhopal,Madhya Pradesh,27.8,32.5,18.7,23.2,1011.5,25.0,105
Lucknow,Uttar Pradesh,29.1,36.1,39.9,10.4,1008.1,69.2,62
Mumbai,Maharashtra,41.7,64.0,42.7,18.5,1005.1,85.5,38
Delhi,Delhi,26.0,41.7,22.4,3.2,992.3,92.3,75
Delhi,Delhi,31.8,67.0,54.1,18.3,1003.2,76.1,26
Bengaluru,Karnataka,42.9,43.4,34.9,14.5,1001.5,17.9,128
Bhopal,Madhya Pradesh,41.4,52.3,27.2,14.5,1014.1,20.2,157
Hyderabad,Telangana,43.1,95.0,66.6,24.4,993.8,5.9,107
Delhi,Delhi,36.7,48.1,11.1,9.9,1022.5,79.2,119
Delhi,Delhi,42.8,76.8,21.3,17.0,996.1,99.4,73
Lucknow,Uttar Pradesh,21.4,47.0,65.0,2.6,1024.1,9.0,110
Hyderabad,Telangana,41.4,75.8,31.6,24.5,996.3,50.8,107
Mumbai,Maharashtra,30.2,77.9,73.1,18.9,1001.6,23.3,83
Bhopal,Madhya Pradesh,41.1,86.7,54.7,6.6,1020.9,68.2,95
Mumbai,Maharashtra,15.7,85.8,68.6,20.9,990.9,57.7,36
Patna,Bihar,29.5,88.0,67.1,6.3,1016.5,88.4,52
Chennai,Tamil Nadu,23.6,57.8,67.9,24.9,1024.6,33.8,40
Jaipur,Rajasthan,36.3,61.0,35.6,3.8,1023.8,71.6,113
Mumbai,Maharashtra,36.3,42.8,14.2,7.0,1002.1,41.6,138
Hyderabad,Telangana,37.4,35.7,9.0,19.5,1015.9,97.8,52
Hyderabad,Telangana,37.0,89.9,31.7,17.7,1020.5,40.3,141
Chennai,Tamil Nadu,28.5,57.2,2.6,13.7,1002.0,83.7,113
Bhopal,Madhya Pradesh,43.8,61.8,10.2,2.5,1008.5,23.7,213
Hyderabad,Telangana,18.1,78.3,15.8,22.8,1012.2,85.5,93
Patna,Bihar,20.1,31.3,32.9,2.3,997.5,39.5,105
Jaipur,Rajasthan,41.3,55.0,34.3,2.1,999.2,63.6,124
Bhopal,Madhya Pradesh,26.0,68.9,56.8,10.8,1003.8,40.0,84
Mumbai,Maharashtra,23.0,92.1,45.5,24.4,1002.4,22.6,111
Bhopal,Madhya Pradesh,25.3,63.5,76.1,24.6,1023.9,11.0,61
Patna,Bihar,18.7,69.6,38.0,6.1,1007.7,92.8,58
Bhopal,Madhya Pradesh,24.4,34.4,24.7,14.9,1007.4,39.3,120
Patna,Bihar,33.1,70.8,25.0,18.9,1001.5,92.0,69
Jaipur,Rajasthan,27.4,71.7,14.8,24.3,1024.0,73.3,81
Jaipur,Rajasthan,31.2,47.8,77.1,9.5,991.0,15.3,93
Bhopal,Madhya Pradesh,44.7,64.0,32.0,19.3,1018.8,63.5,76
Kolkata,West Bengal,44.3,31.6,36.1,13.8,1004.1,25.7,120
Bhopal,Madhya Pradesh,38.4,48.8,65.6,14.8,1010.8,90.2,20
Patna,Bihar,35.9,59.3,65.9,14.8,1009.5,7.6,109
Bhopal,Madhya Pradesh,42.2,55.5,63.2,21.0,1018.8,79.2,22
Patna,Bihar,30.4,93.9,6.3,8.0,1002.7,95.5,118
Delhi,Delhi,23.0,89.3,71.8,22.0,1019.2,60.1,51
Patna,Bihar,26.4,71.1,72.9,3.6,1021.1,81.0,50
Lucknow,Uttar Pradesh,29.0,92.0,32.1,6.6,1017.9,36.7,167
Bengaluru,Karnataka,43.9,35.2,73.4,23.6,1002.4,5.3,61
Hyderabad,Telangana,21.3,57.6,35.6,2.4,1006.3,84.6,66
Jaipur,Rajasthan,21.1,47.1,15.5,19.5,1018.7,84.3,56
Mumbai,Maharashtra,28.6,69.5,62.5,9.0,1009.6,99.5,20
Mumbai,Maharashtra,18.2,41.2,55.0,6.0,992.9,79.7,47
Patna,Bihar,30.7,82.6,62.4,8.3,1016.7,41.4,105
Kolkata,West Bengal,42.8,81.3,57.1,15.4,1010.2,66.1,74
Patna,Bihar,28.9,69.0,36.7,6.6,999.5,18.7,170
Bengaluru,Karnataka,22.1,87.2,18.5,11.3,1016.9,51.0,162
Kolkata,West Bengal,37.1,39.8,23.9,5.7,1000.3,87.1,91
Mumbai,Maharashtra,42.1,70.1,70.8,2.3,992.9,84.9,32
Delhi,Delhi,28.0,79.9,14.9,24.8,994.4,45.5,118
Hyderabad,Telangana,37.7,88.6,66.9,23.5,1015.0,66.3,35
Chennai,Tamil Nadu,16.1,39.4,69.9,18.3,1023.3,36.1,38
Kolkata,West Bengal,44.7,51.1,44.9,16.4,1000.9,35.7,102
Bengaluru,Karnataka,40.0,84.2,40.4,5.3,1021.6,69.1,101
Mumbai,Maharashtra,18.5,54.7,1.7,7.4,995.4,87.6,108
Chennai,Tamil Nadu,41.6,60.1,32.3,6.1,990.7,24.0,173
Hyderabad,Telangana,16.9,86.1,31.7,20.7,995.5,46.7,108
Bhopal,Madhya Pradesh,17.3,70.5,0.0,23.9,999.3,74.5,113
Bengaluru,Karnataka,20.4,44.7,20.5,19.9,1015.0,24.3,138
Patna,Bihar,26.9,40.0,59.5,14.1,1015.0,14.3,84
Bengaluru,Karnataka,39.5,77.9,37.0,20.3,1016.8,81.0,79
Lucknow,Uttar Pradesh,26.9,33.2,48.2,8.9,1006.3,37.3,71
Patna,Bihar,28.7,60.1,49.9,7.2,1015.9,97.1,48
Bengaluru,Karnataka,30.7,36.5,56.8,5.1,1002.4,77.5,50
Mumbai,Maharashtra,23.2,84.9,25.1,20.0,992.4,68.1,101
Chennai,Tamil Nadu,31.2,93.5,41.3,9.1,1002.8,8.7,171
Bengaluru,Karnataka,18.0,34.9,70.1,10.4,1010.8,12.2,77
Bengaluru,Karnataka,28.9,75.9,55.8,15.9,1007.1,67.9,59
Patna,Bihar,31.8,54.4,54.2,3.9,1018.5,39.3,117
Bengaluru,Karnataka,29.5,61.2,65.4,12.6,1024.5,62.3,49
Mumbai,Maharashtra,25.7,40.3,24.6,5.3,1014.3,32.5,129
Delhi,Delhi,17.5,94.8,7.2,6.8,1023.4,23.3,210
Hyderabad,Telangana,17.2,32.4,25.0,2.4,1003.1,66.3,81
Kolkata,West Bengal,43.3,75.4,35.0,20.9,1017.1,54.9,90
Hyderabad,Telangana,34.2,52.0,55.5,24.8,1020.6,65.4,30
Lucknow,Uttar Pradesh,40.2,50.1,9.3,15.2,997.9,32.5,170
Bengaluru,Karnataka,29.0,86.9,52.5,14.4,1021.3,55.4,79
Patna,Bihar,28.4,53.1,59.0,22.5,1001.5,46.3,48
Mumbai,Maharashtra,27.2,75.8,68.2,3.2,1016.1,20.8,127
Chennai,Tamil Nadu,32.4,93.9,46.1,4.4,1005.7,48.7,141
Delhi,Delhi,42.4,62.7,3.3,23.2,1010.4,21.9,169
Kolkata,West Bengal,30.0,52.4,1.6,23.3,990.6,94.0,74
Lucknow,Uttar Pradesh,18.3,32.2,14.9,19.9,1013.8,32.2,106
Bhopal,Madhya Pradesh,21.8,62.5,5.1,23.5,1008.1,5.3,165
Kolkata,West Bengal,15.2,68.6,8.3,9.1,1021.8,32.3,162
Lucknow,Uttar Pradesh,29.5,60.4,71.3,12.6,1009.8,21.6,78
Mumbai,Maharashtra,23.1,59.6,23.7,20.3,1014.8,27.7,125
Kolkata,West Bengal,40.4,91.5,33.6,21.6,1018.0,26.0,138
Jaipur,Rajasthan,33.4,43.7,53.3,12.3,1011.3,15.8,94
Mumbai,Maharashtra,37.0,79.0,4.2,24.5,992.3,79.1,118
Mumbai,Maharashtra,36.0,87.0,22.6,16.7,1006.5,40.6,162
Chennai,Tamil Nadu,44.8,36.2,71.1,4.2,1012.8,8.1,116
Bhopal,Madhya Pradesh,22.9,55.0,7.7,23.7,1020.0,56.8,107
Delhi,Delhi,19.5,83.3,46.5,3.6,997.3,41.3,120
Lucknow,Uttar Pradesh,44.4,51.5,74.2,7.3,1004.5,79.3,32
Jaipur,Rajasthan,36.7,52.2,38.4,12.2,1002.2,99.0,46
Bhopal,Madhya Pradesh,40.0,70.7,14.7,17.3,991.3,84.8,97
Delhi,Delhi,34.3,79.0,9.8,21.5,1014.1,41.9,141
Patna,Bihar,15.8,39.8,17.1,9.6,1012.8,80.2,66
Bhopal,Madhya Pradesh,30.0,62.8,75.1,2.9,1017.7,19.7,91
Mumbai,Maharashtra,25.3,92.9,25.4,16.0,994.7,97.6,84
Mumbai,Maharashtra,43.3,48.4,0.8,7.9,1000.5,85.8,117
Jaipur,Rajasthan,44.6,39.0,49.5,10.7,991.4,7.7,119
Patna,Bihar,41.7,41.9,24.8,7.9,998.6,58.0,121
Hyderabad,Telangana,35.6,40.4,15.0,14.3,999.5,62.7,115
Bengaluru,Karnataka,22.2,66.2,11.1,24.2,1023.8,93.9,66
Delhi,Delhi,24.7,59.6,60.7,11.0,997.5,25.8,84
Jaipur,Rajasthan,28.5,50.7,67.7,19.4,1003.8,62.0,20
Chennai,Tamil Nadu,40.9,39.4,36.9,17.3,991.0,83.2,32
Bengaluru,Karnataka,39.1,37.3,7.3,16.8,992.4,36.4,156
Kolkata,West Bengal,25.2,88.4,20.9,10.6,999.4,70.2,136
Jaipur,Rajasthan,43.0,59.4,1.0,4.1,1022.1,95.3,120
Jaipur,Rajasthan,35.0,56.4,11.4,4.5,997.8,93.6,110
Delhi,Delhi,19.4,44.7,31.9,12.2,1007.2,31.8,129
Hyderabad,Telangana,42.6,93.6,50.0,2.6,996.2,87.5,94
Hyderabad,Telangana,43.9,44.0,3.6,11.3,999.4,29.3,183
Lucknow,Uttar Pradesh,35.4,74.0,25.0,16.3,1024.1,25.2,171
Lucknow,Uttar Pradesh,31.4,35.0,3.0,20.9,1013.2,31.1,140
Mumbai,Maharashtra,33.6,68.8,53.0,13.1,1005.1,38.6,111
Bengaluru,Karnataka,44.7,72.6,10.2,17.8,994.9,21.1,174
Lucknow,Uttar Pradesh,40.7,81.8,65.2,20.5,1004.0,40.7,82
Lucknow,Uttar Pradesh,27.6,46.7,37.8,21.1,990.5,10.2,131
Patna,Bihar,22.1,69.6,44.3,18.8,1010.4,91.7,33
Jaipur,Rajasthan,36.1,79.6,65.9,12.4,1018.8,88.7,30
Chennai,Tamil Nadu,24.5,38.9,0.4,21.7,1013.6,49.0,116
Jaipur,Rajasthan,19.0,55.0,55.5,11.2,993.5,26.2,91
Kolkata,West Bengal,31.9,43.5,56.7,16.5,1020.0,91.5,20
Jaipur,Rajasthan,18.9,89.4,53.1,23.7,995.3,13.4,107
Chennai,Tamil Nadu,22.6,71.7,9.6,17.7,993.4,66.8,112
Delhi,Delhi,35.6,65.8,57.3,6.7,1021.5,31.4,127
Kolkata,West Bengal,22.9,94.2,29.2,13.1,992.9,64.7,110
Bengaluru,Karnataka,39.1,90.2,66.5,9.1,1005.0,29.5,132
Mumbai,Maharashtra,26.9,35.3,8.7,17.9,990.0,33.2,139
Hyderabad,Telangana,34.7,73.2,11.3,4.2,994.9,27.1,195
Patna,Bihar,40.8,72.4,32.3,19.3,993.6,53.0,112
Jaipur,Rajasthan,36.8,78.8,10.3,4.0,1004.6,95.8,116
Bengaluru,Karnataka,41.1,74.9,71.6,11.1,992.0,93.0,20
Mumbai,Maharashtra,37.8,44.7,37.3,9.0,1015.8,100.0,53
Jaipur,Rajasthan,21.0,65.5,59.6,12.5,1005.5,73.9,41
Delhi,Delhi,33.0,89.4,26.6,18.7,993.5,26.5,146
Delhi,Delhi,25.5,48.9,73.6,7.9,1015.9,68.1,34
Chennai,Tamil Nadu,39.4,52.6,21.1,6.5,1010.3,39.2,136
Jaipur,Rajasthan,25.8,59.0,32.5,11.6,992.7,27.4,135
Bengaluru,Karnataka,16.0,34.0,4.9,14.9,997.2,9.5,171
Hyderabad,Telangana,23.3,50.5,15.6,16.4,1002.1,22.1,145
Bhopal,Madhya Pradesh,16.0,91.4,61.5,22.9,1008.9,66.7,30
Chennai,Tamil Nadu,33.2,46.7,31.9,14.4,1020.7,40.6,106
Hyderabad,Telangana,32.6,81.6,31.5,23.8,992.5,97.4,60
Bengaluru,Karnataka,22.5,70.3,46.3,4.3,999.0,14.4,137
Lucknow,Uttar Pradesh,21.8,56.6,5.3,22.2,1022.0,59.3,109
Bengaluru,Karnataka,39.4,62.1,68.2,13.9,1015.3,70.8,43
Lucknow,Uttar Pradesh,27.4,70.5,8.5,21.9,990.5,69.4,105
Jaipur,Rajasthan,41.5,66.7,6.2,20.5,1001.4,89.0,104
Jaipur,Rajasthan,36.7,83.8,58.1,10.3,1003.6,65.4,85
Lucknow,Uttar Pradesh,41.7,77.4,26.2,12.9,1009.6,97.2,93
Chennai,Tamil Nadu,30.9,34.9,52.2,6.4,1011.5,75.5,38
Bhopal,Madhya Pradesh,26.1,61.1,66.7,7.5,999.4,83.3,31
Lucknow,Uttar Pradesh,25.7,48.4,16.3,7.5,991.1,18.1,158
Chennai,Tamil Nadu,33.7,55.6,61.1,14.0,1017.6,40.9,83
Bengaluru,Karnataka,15.1,64.1,33.4,13.2,1014.9,52.7,92
